"department","year","solicitation_procedure","total_spending","total_contracts"
"Innovation, Science and Economic Development Canada",2021,"TC","80276026.17","406"
"Innovation, Science and Economic Development Canada",2021,"OB","65294007.87","434"
"Innovation, Science and Economic Development Canada",2021,"TN","31978268.75","978"
"Innovation, Science and Economic Development Canada",2021,"ST","11141611.97","101"
"Innovation, Science and Economic Development Canada",2021,"AC","3291359.12","11"
"Innovation, Science and Economic Development Canada",2022,"TC","84997475.92","387"
"Innovation, Science and Economic Development Canada",2022,"OB","52808468.00","337"
"Innovation, Science and Economic Development Canada",2022,"TN","50789616.74","1229"
"Innovation, Science and Economic Development Canada",2022,"ST","30333125.25","290"
"Innovation, Science and Economic Development Canada",2022,"AC","4992436.50","6"
"Innovation, Science and Economic Development Canada",2023,"TC","95693878.72","291"
"Innovation, Science and Economic Development Canada",2023,"TN","51106221.58","1221"
"Innovation, Science and Economic Development Canada",2023,"ST","40245719.51","266"
"Innovation, Science and Economic Development Canada",2023,"OB","38873801.65","235"
"Innovation, Science and Economic Development Canada",2023,"AC","5612871.23","8"
"Innovation, Science and Economic Development Canada",2024,"TC","103171776.44","243"
"Innovation, Science and Economic Development Canada",2024,"TN","44962870.46","1056"
"Innovation, Science and Economic Development Canada",2024,"ST","44229410.89","227"
"Innovation, Science and Economic Development Canada",2024,"OB","32209196.86","156"
"Innovation, Science and Economic Development Canada",2024,"AC","6123770.96","5"
"Innovation, Science and Economic Development Canada",2025,"TC","92927576.46","209"
"Innovation, Science and Economic Development Canada",2025,"TN","40914583.61","870"
"Innovation, Science and Economic Development Canada",2025,"ST","39406173.35","165"
"Innovation, Science and Economic Development Canada",2025,"OB","24735906.28","105"
"Innovation, Science and Economic Development Canada",2025,"AC","6033694.41","6"
"Innovation, Science and Economic Development Canada",2026,"TC","46634978.50","89"
"Innovation, Science and Economic Development Canada",2026,"ST","24041005.34","73"
"Innovation, Science and Economic Development Canada",2026,"TN","23178839.73","362"
"Innovation, Science and Economic Development Canada",2026,"OB","11955487.60","35"
"Innovation, Science and Economic Development Canada",2026,"AC","3176487.82","4"
"International Joint Commission",2017,"TC","337201.95","12"
"International Joint Commission",2017,"TN","73862.05","5"
"International Joint Commission",2017,"OB","56477.40","1"
"International Joint Commission",2018,"TC","1212055.80","35"
"International Joint Commission",2018,"TN","157508.69","13"
"International Joint Commission",2018,"OB","56477.40","1"
"International Joint Commission",2019,"TC","730366.84","23"
"International Joint Commission",2019,"TN","274173.57","23"
"International Joint Commission",2020,"TC","578853.28","20"
"International Joint Commission",2020,"TN","408413.41","28"
"International Joint Commission",2021,"TC","715142.33","27"
"International Joint Commission",2021,"TN","297086.53","25"
"International Joint Commission",2022,"TC","572350.64","22"
"International Joint Commission",2022,"TN","561228.55","33"
"International Joint Commission",2023,"TN","737432.24","40"
"International Joint Commission",2023,"TC","434713.81","16"
"International Joint Commission",2024,"TN","1222172.98","58"
"International Joint Commission",2024,"TC","255056.50","10"
"International Joint Commission",2025,"TN","877489.92","41"
"International Joint Commission",2025,"TC","364717.96","16"
"International Joint Commission",2026,"TN","509371.72","22"
"International Joint Commission",2026,"TC","73012.85","5"
"Invest in Canada",2018,"TN","221649.50","4"
"Invest in Canada",2019,"ST","407930.00","1"
"Invest in Canada",2019,"TN","283686.50","3"
"Invest in Canada",2019,"OB","16666.67","1"
"Invest in Canada",2020,"OB","957898.67","3"
"Invest in Canada",2020,"ST","407930.00","1"
"Invest in Canada",2020,"TN","38266.67","1"
"Invest in Canada",2021,"TN","10458173.98","38"
"Invest in Canada",2021,"OB","5646406.58","39"
"Invest in Canada",2021,"TC","1087549.56","2"
"Invest in Canada",2021,"ST","875192.00","6"
"Invest in Canada",2022,"OB","11781792.05","50"
"Invest in Canada",2022,"TN","5321416.90","102"
"Invest in Canada",2022,"TC","1087549.56","2"
"Invest in Canada",2022,"ST","1011398.70","9"
"Invest in Canada",2023,"OB","17253579.18","84"
"Invest in Canada",2023,"TN","5189437.62","62"
"Invest in Canada",2023,"TC","1087549.56","2"
"Invest in Canada",2023,"ST","416669.70","4"
"Invest in Canada",2024,"OB","40199502.56","32"
"Invest in Canada",2024,"TN","3285749.32","65"
"Invest in Canada",2024,"TC","1620253.95","11"
"Invest in Canada",2024,"ST","539107.52","8"
"Invest in Canada",2025,"OB","32335007.40","6"
"Invest in Canada",2025,"TN","4174772.32","65"
"Invest in Canada",2025,"TC","3419880.36","11"
"Invest in Canada",2025,"ST","190500.57","4"
"Invest in Canada",2026,"OB","31611636.68","3"
"Invest in Canada",2026,"TC","1953175.57","6"
"Invest in Canada",2026,"TN","994476.25","31"
"Invest in Canada",2026,"ST","103265.00","2"
"Law Commission of Canada",2023,"TN","31216.25","2"
"Law Commission of Canada",2024,"TN","88333.25","6"
"Law Commission of Canada",2024,"OB","46895.00","2"
"Law Commission of Canada",2025,"TN","86947.01","7"
"Law Commission of Canada",2026,"TN","42825.01","4"
"Library and Archives Canada",2017,"TC","2449032.84","56"
"Library and Archives Canada",2017,"TN","1224623.57","62"
"Library and Archives Canada",2017,"AC","637627.86","4"
"Library and Archives Canada",2017,NULL,"304573.34","4"
"Library and Archives Canada",2017,"OB","168869.55","8"
"Library and Archives Canada",2018,"TC","5292090.02","88"
"Library and Archives Canada",2018,"OB","2838032.27","35"
"Library and Archives Canada",2018,"TN","1885425.75","96"
"Library and Archives Canada",2018,"AC","680002.86","4"
"Library and Archives Canada",2019,"OB","6315119.00","55"
"Library and Archives Canada",2019,"TC","4762463.86","94"
"Library and Archives Canada",2019,"TN","2409502.09","85"
"Library and Archives Canada",2019,"AC","815849.84","3"
"Library and Archives Canada",2020,"OB","6484193.34","52"
"Library and Archives Canada",2020,"TC","3408101.85","62"
"Library and Archives Canada",2020,"TN","1290361.36","56"
"Library and Archives Canada",2020,"AC","876231.75","4"
"Library and Archives Canada",2021,"OB","6725945.59","63"
"Library and Archives Canada",2021,"TC","1445664.11","29"
"Library and Archives Canada",2021,"TN","1434544.56","57"
"Library and Archives Canada",2021,"AC","730859.25","3"
"Library and Archives Canada",2022,"OB","9499561.93","81"
"Library and Archives Canada",2022,"TN","2016238.94","91"
"Library and Archives Canada",2022,"AC","1008073.53","4"
"Library and Archives Canada",2022,"TC","292537.33","17"
"Library and Archives Canada",2022,"ST","105507.38","1"
"Library and Archives Canada",2023,"OB","13403455.83","99"
"Library and Archives Canada",2023,"TN","3155856.50","143"
"Library and Archives Canada",2023,"ST","1407770.50","3"
"Library and Archives Canada",2023,"AC","1061267.50","3"
"Library and Archives Canada",2023,"TC","416848.76","23"
"Library and Archives Canada",2024,"OB","10100124.68","89"
"Library and Archives Canada",2024,"TN","4851730.91","145"
"Library and Archives Canada",2024,"ST","1468361.33","3"
"Library and Archives Canada",2024,"AC","1315874.40","5"
"Library and Archives Canada",2024,"TC","491648.85","21"
"Library and Archives Canada",2025,"OB","5131336.33","45"
"Library and Archives Canada",2025,"TN","4254825.98","93"
"Library and Archives Canada",2025,"ST","1408408.41","6"
"Library and Archives Canada",2025,"AC","1389942.92","6"
"Library and Archives Canada",2025,"TC","222816.15","12"
"Library and Archives Canada",2026,"OB","3229277.99","17"
"Library and Archives Canada",2026,"TN","1979984.41","41"
"Library and Archives Canada",2026,"AC","1167100.97","5"
"Library and Archives Canada",2026,"TC","132249.61","5"
"Library and Archives Canada",2026,"ST","97886.28","4"
"Military Grievances External Review Committee",2017,"TC","324129.37","6"
"Military Grievances External Review Committee",2017,"AC","16950.00","1"
"Military Grievances External Review Committee",2017,"TN","16204.12","2"
"Military Grievances External Review Committee",2018,"TC","236411.66","13"
"Military Grievances External Review Committee",2018,"TN","96906.24","8"
"Military Grievances External Review Committee",2018,"AC","51273.75","2"
"Military Grievances External Review Committee",2019,"TC","330072.09","15"
"Military Grievances External Review Committee",2019,"AC","102547.75","2"
"Military Grievances External Review Committee",2019,"TN","93615.32","8"
"Military Grievances External Review Committee",2019,"OB","17232.50","1"
"Military Grievances External Review Committee",2020,"TC","220698.30","13"
"Military Grievances External Review Committee",2020,"TN","90237.07","8"
"Military Grievances External Review Committee",2020,"AC","77546.50","1"
"Military Grievances External Review Committee",2020,"OB","17232.50","1"
"Military Grievances External Review Committee",2021,"TN","240092.50","13"
"Military Grievances External Review Committee",2021,"TC","67212.55","7"
"Military Grievances External Review Committee",2021,"AC","26272.50","1"
"Military Grievances External Review Committee",2021,"ST","12430.00","1"
"Military Grievances External Review Committee",2022,"TN","214147.80","15"
"Military Grievances External Review Committee",2022,"AC","39211.00","1"
"Military Grievances External Review Committee",2022,"TC","34897.31","5"
"Military Grievances External Review Committee",2022,"ST","12430.00","1"
"Military Grievances External Review Committee",2023,"TN","159157.07","10"
"Military Grievances External Review Committee",2023,"TC","40543.65","6"
"Military Grievances External Review Committee",2023,"AC","39211.00","1"
"Military Grievances External Review Committee",2023,"ST","12034.44","1"
"Military Grievances External Review Committee",2024,"TN","192057.13","7"
"Military Grievances External Review Committee",2024,"TC","161101.13","6"
"Military Grievances External Review Committee",2024,"AC","21696.00","1"
"Military Grievances External Review Committee",2024,"ST","19153.44","2"
"Military Grievances External Review Committee",2025,"TN","199284.86","9"
"Military Grievances External Review Committee",2025,"ST","62280.85","5"
"Military Grievances External Review Committee",2025,"TC","31789.45","3"
"Military Grievances External Review Committee",2025,"AC","21696.00","0"
"Military Grievances External Review Committee",2026,"TN","138230.69","5"
"Military Grievances External Review Committee",2026,"ST","28919.72","3"
"Military Grievances External Review Committee",2026,"AC","21696.00","0"
"Military Police Complaints Commission of Canada",2017,"TC","317410.97","15"
"Military Police Complaints Commission of Canada",2017,"OB","61977.11","4"
"Military Police Complaints Commission of Canada",2017,"TN","22035.00","1"
"Military Police Complaints Commission of Canada",2018,"TC","600498.77","29"
"Military Police Complaints Commission of Canada",2018,"OB","51386.54","6"
"Military Police Complaints Commission of Canada",2018,"TN","17498.00","2"
"Military Police Complaints Commission of Canada",2018,"ST","10966.42","1"
"Military Police Complaints Commission of Canada",2019,"TC","431289.04","21"
"Military Police Complaints Commission of Canada",2019,"OB","149603.04","9"
"Military Police Complaints Commission of Canada",2019,"TN","17498.00","2"
"Military Police Complaints Commission of Canada",2019,"ST","14476.11","2"
"Military Police Complaints Commission of Canada",2020,"TC","416350.01","31"
"Military Police Complaints Commission of Canada",2020,"OB","128116.27","7"
"Military Police Complaints Commission of Canada",2020,"ST","17761.02","3"
"Military Police Complaints Commission of Canada",2020,"TN","5328.00","1"
"Military Police Complaints Commission of Canada",2021,"TC","293546.99","29"
"Military Police Complaints Commission of Canada",2021,"ST","90103.62","5"
"Military Police Complaints Commission of Canada",2021,"OB","86288.96","6"
"Military Police Complaints Commission of Canada",2021,"TN","43701.87","3"
"Military Police Complaints Commission of Canada",2022,"ST","153789.57","15"
"Military Police Complaints Commission of Canada",2022,"TC","115785.75","10"
"Military Police Complaints Commission of Canada",2022,"TN","113091.24","8"
"Military Police Complaints Commission of Canada",2022,"OB","45532.99","5"
"Military Police Complaints Commission of Canada",2023,"ST","345378.38","23"
"Military Police Complaints Commission of Canada",2023,"TN","201640.72","11"
"Military Police Complaints Commission of Canada",2023,"OB","29964.70","4"
"Military Police Complaints Commission of Canada",2024,"ST","339673.26","26"
"Military Police Complaints Commission of Canada",2024,"TN","153151.88","10"
"Military Police Complaints Commission of Canada",2024,"OB","12691.63","2"
"Military Police Complaints Commission of Canada",2025,"ST","571302.18","25"
"Military Police Complaints Commission of Canada",2025,"TN","198298.36","9"
"Military Police Complaints Commission of Canada",2025,"TC","53279.50","2"
"Military Police Complaints Commission of Canada",2025,"OB","2454.13","1"
"Military Police Complaints Commission of Canada",2026,"ST","395956.63","7"
"Military Police Complaints Commission of Canada",2026,"TN","82655.70","6"
"Military Police Complaints Commission of Canada",2026,"TC","53279.50","2"
"Military Police Complaints Commission of Canada",2026,"OB","2454.13","1"
"National Defence",2017,"TC","974285121.87","11457"
"National Defence",2017,"OB","501448436.41","1016"
"National Defence",2017,"TN","291452453.57","1149"
"National Defence",2017,"AC","7527924.02","30"
"National Defence",2017,"ST","89288.29","1"
"National Defence",2018,"TC","1538350536.73","18125"
"National Defence",2018,"OB","1014521514.24","2031"
"National Defence",2018,"TN","537237177.43","1732"
"National Defence",2018,"AC","16760934.13","102"
"National Defence",2018,"ST","2955727.01","4"
"National Defence",2019,"TC","1607589747.67","16916"
"National Defence",2019,"OB","1113501474.10","2251"
"National Defence",2019,"TN","722169006.25","1713"
"National Defence",2019,"AC","413350302.79","116"
"National Defence",2019,"ST","4978775.79","5"
"National Defence",2020,"TC","1687631243.23","14438"
"National Defence",2020,"OB","1319333092.63","2019"
"National Defence",2020,"TN","959174182.62","1630"
"National Defence",2020,"AC","417503782.42","74"
"National Defence",2020,"ST","5657583.55","8"
"National Defence",2021,"TC","2845052886.82","17250"
"National Defence",2021,"OB","1425256481.62","2326"
"National Defence",2021,"TN","1110355309.02","1839"
"National Defence",2021,"AC","430946592.29","70"
